,CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,PreferedOrderCat
73,50074.0,0.0,11.0,0.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,14.0,0.0,10.0,3.0,0.0,0.0,166.0,0
74,50075.0,0.0,11.0,0.0,1.0,35.0,1.0,3.0,1.0,2.0,1.0,18.0,7.0,4.0,2.0,0.0,0.0,163.0,0
75,50076.0,0.0,3.0,2.0,1.0,6.0,1.0,4.0,1.0,2.0,2.0,19.0,0.0,6.0,5.0,0.0,0.0,143.0,0
76,50077.0,0.0,22.0,2.0,1.0,24.0,2.0,3.0,1.0,3.0,1.0,15.0,7.0,2.0,2.0,1.0,0.0,168.0,0
77,50078.0,0.0,7.0,2.0,1.0,16.0,2.0,3.0,1.0,2.0,2.0,17.0,0.0,2.0,3.0,1.0,2.0,138.0,2
78,50079.0,0.0,13.0,1.0,1.0,25.0,1.0,3.0,1.0,3.0,3.0,15.0,7.0,9.0,2.0,1.0,1.0,127.0,0
79,50080.0,1.0,1.0,0.0,1.0,35.0,1.0,3.0,1.0,3.0,1.0,19.0,0.0,8.0,5.0,1.0,0.0,167.0,0
80,50081.0,1.0,3.0,0.0,3.0,33.0,1.0,3.0,0.0,2.0,1.0,22.0,9.0,2.0,2.0,0.0,1.0,176.0,4
81,50082.0,0.0,3.0,1.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,16.0,2.0,2.0,4.0,1.0,0.0,123.0,1
82,50083.0,0.0,4.0,2.0,1.0,24.0,0.0,3.0,0.0,3.0,1.0,13.0,7.0,2.0,2.0,0.0,1.0,122.0,1
83,50084.0,0.0,13.0,2.0,1.0,15.0,1.0,4.0,1.0,3.0,1.0,14.0,2.0,10.0,2.0,0.0,1.0,149.0,0
84,50085.0,0.0,19.0,0.0,1.0,6.0,2.0,3.0,1.0,3.0,1.0,16.0,3.0,8.0,5.0,0.0,0.0,194.0,4
85,50086.0,1.0,3.0,0.0,3.0,10.0,1.0,5.0,1.0,2.0,9.0,11.0,8.0,2.0,2.0,0.0,7.0,204.0,4
86,50087.0,0.0,3.0,2.0,1.0,6.0,0.0,4.0,1.0,2.0,5.0,22.0,8.0,2.0,3.0,0.0,2.0,185.0,4
87,50088.0,0.0,3.0,2.0,3.0,26.0,0.0,3.0,0.0,2.0,1.0,14.0,7.0,2.0,3.0,0.0,1.0,200.0,0
88,50089.0,0.0,24.0,0.0,1.0,14.0,1.0,4.0,1.0,2.0,4.0,16.0,7.0,6.0,4.0,0.0,1.0,225.0,4
89,50090.0,1.0,3.0,1.0,1.0,12.0,0.0,3.0,0.0,2.0,1.0,11.0,4.0,6.0,5.0,1.0,1.0,127.0,1
90,50091.0,0.0,14.0,0.0,3.0,12.0,0.0,3.0,0.0,3.0,2.0,18.0,0.0,4.0,2.0,1.0,0.0,236.0,4
91,50092.0,1.0,3.0,2.0,3.0,32.0,0.0,4.0,0.0,2.0,1.0,15.0,1.0,6.0,5.0,0.0,0.0,167.0,0
92,50093.0,1.0,4.0,1.0,1.0,6.0,0.0,3.0,1.0,2.0,1.0,14.0,5.0,1.0,3.0,0.0,0.0,121.0,1
93,50094.0,0.0,18.0,2.0,3.0,12.0,0.0,4.0,0.0,2.0,12.0,12.0,8.0,7.0,2.0,0.0,12.0,189.0,4
94,50095.0,0.0,27.0,0.0,3.0,9.0,1.0,3.0,0.0,2.0,1.0,14.0,5.0,3.0,5.0,0.0,1.0,159.0,0
95,50096.0,0.0,9.0,0.0,1.0,11.0,0.0,3.0,1.0,3.0,3.0,16.0,7.0,9.0,4.0,0.0,0.0,159.0,0
96,50097.0,0.0,6.0,1.0,1.0,12.0,1.0,4.0,0.0,2.0,1.0,21.0,1.0,7.0,4.0,0.0,0.0,126.0,1
97,50098.0,0.0,13.0,2.0,1.0,17.0,2.0,3.0,1.0,2.0,1.0,14.0,7.0,2.0,2.0,1.0,0.0,222.0,4
98,50099.0,0.0,11.0,0.0,3.0,9.0,2.0,3.0,1.0,3.0,5.0,12.0,13.0,1.0,3.0,0.0,1.0,206.0,4
99,50100.0,0.0,4.0,2.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,12.0,4.0,1.0,3.0,0.0,1.0,143.0,0
100,50101.0,0.0,4.0,1.0,1.0,9.0,1.0,4.0,1.0,3.0,1.0,17.0,0.0,4.0,2.0,0.0,0.0,122.0,1
101,50102.0,0.0,13.0,2.0,3.0,10.0,2.0,3.0,1.0,2.0,5.0,17.0,8.0,5.0,2.0,0.0,1.0,0.0,2
102,50103.0,0.0,2.0,2.0,3.0,6.0,1.0,3.0,0.0,2.0,4.0,14.0,1.0,2.0,2.0,0.0,4.0,179.0,4
103,50104.0,0.0,8.0,2.0,3.0,6.0,0.0,3.0,0.0,3.0,1.0,14.0,8.0,2.0,3.0,0.0,1.0,188.0,4
104,50105.0,1.0,3.0,1.0,1.0,12.0,0.0,4.0,1.0,2.0,1.0,13.0,1.0,2.0,2.0,1.0,0.0,124.0,1
105,50106.0,0.0,25.0,1.0,1.0,8.0,0.0,4.0,0.0,2.0,2.0,15.0,2.0,8.0,2.0,0.0,0.0,132.0,1
106,50107.0,0.0,15.0,0.0,1.0,10.0,1.0,3.0,1.0,2.0,11.0,14.0,15.0,2.0,2.0,0.0,0.0,292.0,3
107,50108.0,0.0,4.0,1.0,2.0,12.0,1.0,3.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,0.0,2.0,123.0,1
108,50109.0,0.0,23.0,0.0,3.0,6.0,2.0,3.0,0.0,3.0,1.0,14.0,6.0,4.0,2.0,0.0,1.0,295.0,3
109,50110.0,1.0,3.0,1.0,1.0,12.0,1.0,3.0,1.0,2.0,1.0,13.0,4.0,6.0,2.0,1.0,0.0,124.0,1
110,50111.0,0.0,16.0,0.0,3.0,22.0,1.0,3.0,0.0,3.0,4.0,22.0,9.0,6.0,2.0,1.0,0.0,261.0,5
111,50112.0,1.0,3.0,1.0,1.0,8.0,1.0,3.0,0.0,2.0,1.0,20.0,7.0,8.0,5.0,0.0,1.0,127.0,1
112,50113.0,0.0,25.0,2.0,3.0,8.0,0.0,4.0,1.0,3.0,15.0,18.0,12.0,2.0,3.0,1.0,2.0,291.0,3
113,50114.0,0.0,5.0,1.0,3.0,10.0,1.0,3.0,0.0,2.0,1.0,11.0,2.0,3.0,4.0,0.0,1.0,139.0,2
114,50115.0,1.0,3.0,1.0,1.0,6.0,0.0,4.0,1.0,3.0,1.0,14.0,2.0,1.0,3.0,1.0,1.0,137.0,2
115,50116.0,0.0,4.0,1.0,1.0,6.0,2.0,3.0,0.0,3.0,1.0,14.0,2.0,8.0,3.0,0.0,0.0,122.0,1
116,50117.0,0.0,5.0,2.0,3.0,32.0,1.0,3.0,1.0,3.0,2.0,18.0,2.0,1.0,2.0,0.0,1.0,145.0,0
117,50118.0,0.0,14.0,1.0,1.0,25.0,2.0,3.0,1.0,3.0,1.0,16.0,0.0,3.0,5.0,0.0,1.0,131.0,0
118,50119.0,0.0,13.0,1.0,1.0,30.0,2.0,3.0,1.0,3.0,4.0,17.0,7.0,2.0,2.0,0.0,2.0,133.0,0
119,50120.0,0.0,18.0,0.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,14.0,7.0,1.0,2.0,0.0,1.0,292.0,3
120,50121.0,0.0,4.0,2.0,1.0,9.0,2.0,3.0,1.0,3.0,2.0,12.0,2.0,10.0,3.0,0.0,1.0,237.0,4
121,50122.0,0.0,6.0,1.0,1.0,11.0,1.0,4.0,0.0,2.0,1.0,13.0,2.0,2.0,2.0,0.0,0.0,129.0,1
122,50123.0,0.0,7.0,0.0,1.0,8.0,1.0,4.0,1.0,2.0,5.0,13.0,9.0,7.0,5.0,0.0,0.0,160.0,0
123,50124.0,0.0,13.0,1.0,1.0,6.0,1.0,4.0,0.0,2.0,1.0,14.0,2.0,3.0,5.0,0.0,1.0,139.0,2
124,50125.0,0.0,18.0,2.0,1.0,13.0,1.0,2.0,1.0,3.0,1.0,17.0,2.0,5.0,3.0,0.0,0.0,164.0,0
125,50126.0,1.0,3.0,2.0,1.0,16.0,2.0,3.0,1.0,3.0,1.0,11.0,0.0,7.0,3.0,0.0,1.0,200.0,4
126,50127.0,0.0,12.0,2.0,1.0,8.0,0.0,3.0,0.0,3.0,11.0,25.0,7.0,1.0,3.0,0.0,10.0,209.0,4
127,50128.0,0.0,2.0,1.0,1.0,12.0,0.0,3.0,1.0,2.0,1.0,19.0,5.0,2.0,2.0,0.0,0.0,123.0,1
128,50129.0,0.0,15.0,0.0,1.0,23.0,0.0,2.0,0.0,2.0,1.0,13.0,2.0,4.0,5.0,1.0,0.0,165.0,0
129,50130.0,0.0,2.0,0.0,3.0,26.0,2.0,3.0,1.0,2.0,1.0,14.0,2.0,3.0,2.0,0.0,1.0,169.0,0
130,50131.0,0.0,3.0,1.0,1.0,6.0,1.0,3.0,0.0,3.0,1.0,12.0,2.0,1.0,3.0,0.0,1.0,149.0,0
131,50132.0,0.0,15.0,1.0,1.0,12.0,2.0,4.0,0.0,2.0,7.0,11.0,8.0,1.0,5.0,1.0,4.0,126.0,1
132,50133.0,0.0,13.0,0.0,1.0,8.0,2.0,3.0,1.0,2.0,3.0,14.0,9.0,1.0,3.0,0.0,0.0,294.0,3
133,50134.0,0.0,24.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,11.0,0.0,2.0,2.0,0.0,1.0,127.0,1
134,50135.0,1.0,3.0,2.0,1.0,35.0,0.0,4.0,1.0,3.0,1.0,11.0,4.0,1.0,4.0,0.0,1.0,135.0,1
135,50136.0,0.0,5.0,2.0,1.0,13.0,1.0,2.0,1.0,2.0,1.0,20.0,3.0,2.0,4.0,0.0,0.0,128.0,1
136,50137.0,0.0,11.0,2.0,3.0,8.0,1.0,4.0,1.0,2.0,7.0,18.0,5.0,4.0,2.0,0.0,6.0,152.0,0
137,50138.0,0.0,8.0,1.0,1.0,8.0,0.0,4.0,1.0,2.0,1.0,13.0,4.0,5.0,5.0,0.0,0.0,122.0,0
138,50139.0,0.0,19.0,0.0,3.0,8.0,1.0,5.0,0.0,3.0,7.0,12.0,7.0,4.0,4.0,1.0,2.0,269.0,5
139,50140.0,1.0,3.0,1.0,1.0,8.0,0.0,3.0,1.0,3.0,1.0,11.0,0.0,3.0,3.0,0.0,1.0,135.0,1
140,50141.0,0.0,2.0,0.0,3.0,8.0,1.0,4.0,1.0,3.0,1.0,19.0,0.0,3.0,4.0,0.0,0.0,166.0,0
141,50142.0,0.0,4.0,0.0,1.0,29.0,1.0,4.0,1.0,3.0,7.0,21.0,8.0,1.0,2.0,0.0,1.0,156.0,0
142,50143.0,0.0,3.0,2.0,1.0,11.0,2.0,2.0,1.0,2.0,1.0,12.0,5.0,2.0,5.0,0.0,1.0,140.0,0
143,50144.0,0.0,18.0,0.0,1.0,26.0,1.0,3.0,1.0,3.0,4.0,14.0,10.0,1.0,2.0,1.0,0.0,235.0,5
144,50145.0,0.0,9.0,1.0,1.0,12.0,1.0,3.0,1.0,2.0,10.0,11.0,11.0,1.0,2.0,0.0,4.0,132.0,1
145,50146.0,0.0,28.0,0.0,1.0,6.0,0.0,3.0,1.0,2.0,4.0,14.0,13.0,1.0,5.0,1.0,2.0,290.0,3
146,50147.0,1.0,13.0,2.0,1.0,35.0,1.0,3.0,1.0,2.0,9.0,12.0,7.0,2.0,4.0,1.0,5.0,218.0,4
147,50148.0,0.0,4.0,1.0,1.0,15.0,1.0,3.0,1.0,3.0,1.0,23.0,4.0,2.0,2.0,0.0,1.0,121.0,1
148,50149.0,0.0,13.0,0.0,3.0,12.0,1.0,3.0,1.0,3.0,1.0,14.0,1.0,5.0,2.0,0.0,0.0,165.0,0
149,50150.0,0.0,3.0,1.0,1.0,9.0,0.0,4.0,1.0,3.0,1.0,17.0,0.0,2.0,3.0,0.0,1.0,132.0,1
150,50151.0,0.0,13.0,2.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,18.0,2.0,3.0,2.0,1.0,0.0,236.0,4
151,50152.0,0.0,2.0,0.0,1.0,28.0,2.0,2.0,0.0,3.0,6.0,18.0,7.0,8.0,4.0,0.0,5.0,220.0,4
152,50153.0,0.0,11.0,0.0,3.0,13.0,2.0,2.0,0.0,2.0,7.0,24.0,7.0,2.0,5.0,1.0,0.0,156.0,0
153,50154.0,0.0,3.0,2.0,1.0,6.0,2.0,3.0,0.0,2.0,1.0,20.0,4.0,2.0,4.0,0.0,0.0,164.0,0
154,50155.0,0.0,23.0,0.0,1.0,10.0,2.0,3.0,1.0,3.0,1.0,14.0,6.0,4.0,4.0,0.0,2.0,291.0,3
155,50156.0,0.0,26.0,0.0,1.0,9.0,1.0,3.0,1.0,2.0,1.0,16.0,3.0,4.0,3.0,1.0,2.0,276.0,5
156,50157.0,0.0,15.0,1.0,3.0,6.0,1.0,3.0,1.0,2.0,11.0,25.0,6.0,2.0,3.0,0.0,4.0,149.0,0
157,50158.0,0.0,2.0,2.0,3.0,8.0,0.0,3.0,1.0,2.0,1.0,18.0,9.0,2.0,2.0,0.0,0.0,146.0,0
158,50159.0,0.0,28.0,0.0,1.0,26.0,1.0,3.0,1.0,2.0,1.0,19.0,8.0,4.0,2.0,1.0,1.0,154.0,0
159,50160.0,0.0,3.0,2.0,1.0,17.0,1.0,3.0,1.0,2.0,3.0,13.0,3.0,2.0,5.0,1.0,2.0,147.0,0
160,50161.0,0.0,4.0,1.0,1.0,6.0,0.0,3.0,0.0,2.0,5.0,12.0,7.0,2.0,2.0,0.0,1.0,121.0,1
161,50162.0,1.0,7.0,2.0,1.0,30.0,2.0,3.0,1.0,2.0,1.0,22.0,0.0,4.0,3.0,1.0,0.0,132.0,1
162,50163.0,0.0,11.0,0.0,1.0,29.0,2.0,3.0,1.0,2.0,1.0,14.0,2.0,10.0,2.0,0.0,0.0,157.0,0
163,50164.0,1.0,3.0,1.0,1.0,12.0,2.0,3.0,1.0,2.0,1.0,13.0,2.0,3.0,4.0,1.0,1.0,124.0,1
164,50165.0,0.0,1.0,1.0,1.0,14.0,0.0,3.0,0.0,3.0,1.0,21.0,2.0,2.0,2.0,0.0,0.0,133.0,1
165,50166.0,0.0,22.0,2.0,1.0,16.0,0.0,3.0,0.0,2.0,1.0,11.0,2.0,10.0,5.0,1.0,2.0,287.0,3
166,50167.0,0.0,9.0,1.0,1.0,9.0,0.0,3.0,1.0,1.0,7.0,12.0,7.0,5.0,4.0,0.0,6.0,145.0,0
167,50168.0,0.0,4.0,2.0,3.0,11.0,2.0,3.0,0.0,2.0,2.0,11.0,2.0,2.0,4.0,0.0,0.0,128.0,1
168,50169.0,1.0,3.0,0.0,3.0,10.0,0.0,4.0,1.0,2.0,7.0,12.0,4.0,2.0,2.0,1.0,7.0,158.0,0
169,50170.0,0.0,13.0,2.0,1.0,12.0,1.0,3.0,1.0,2.0,1.0,12.0,2.0,2.0,2.0,1.0,0.0,123.0,1
170,50171.0,0.0,15.0,2.0,3.0,32.0,1.0,3.0,0.0,3.0,4.0,14.0,8.0,6.0,4.0,0.0,2.0,235.0,5
171,50172.0,1.0,3.0,0.0,1.0,9.0,0.0,3.0,1.0,2.0,1.0,13.0,0.0,2.0,3.0,0.0,0.0,114.0,2
172,50173.0,0.0,8.0,0.0,3.0,22.0,1.0,3.0,1.0,3.0,6.0,15.0,9.0,1.0,4.0,0.0,3.0,180.0,4
173,50174.0,0.0,9.0,2.0,1.0,24.0,1.0,2.0,1.0,2.0,1.0,18.0,0.0,5.0,2.0,0.0,0.0,137.0,2
174,50175.0,0.0,24.0,0.0,1.0,8.0,2.0,5.0,1.0,2.0,1.0,18.0,2.0,6.0,4.0,0.0,0.0,155.0,0
175,50176.0,0.0,14.0,0.0,3.0,8.0,0.0,3.0,1.0,2.0,4.0,19.0,4.0,2.0,4.0,0.0,1.0,260.0,5
176,50177.0,0.0,3.0,0.0,3.0,16.0,0.0,4.0,0.0,3.0,1.0,12.0,0.0,2.0,3.0,0.0,1.0,112.0,2
